Job,Company,Job_Type,Minimum_Experience,Posted_Date,Month,Year,Location,Degree,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10,Tag11,Tag12,Tag13,Tag14,Tag15,Tag16,Tag17,Tag18,Language1,Language2,Language3,Language4,Language5,Language6,Language7,Language8,Language9,numTags,NumLag
Troubleshoot Engineer,ASML,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Brabant, Bachelor,Electrical,IT and Computer Science,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
iOS Software Engineer,TomTom,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Enterprise Account Executive ?C Security,ServiceNow,Full time Position,3 - 5 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Senior Linux Systems Engineer,ServiceNow,Full time Position,3 - 5 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Content Writer,Booking.com,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"Business Analyst ?C Business Solution Area, Finance & Business performance",IKEA,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Zuid Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Freight Operations Co-ordinator,Allseas,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Zuid Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Bid & Tender Analyst,TNT Express,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Employee Relations Specialist Nike,Nike,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Manager Business Planning eCommerce,Adidas Group,Full time Position,3 - 5 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Go-To-Market and Onsite Merchandising Manager,Crocs,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Utrecht, Bachelor,Finance and Economics,Marketing and Sales,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,4,2
jr. Project Manager,Tebodin,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Electrical,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2015 ?C 2016 Campus Internship: PCE (Vessels) Engineering,The Dow Chemical Company,Internship / Part Time,Entry,11/08/2016,Aug,2016, Zuid Holland, Master,IT and Computer Science,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Service Assistant,Tesla Motors,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Social Media and Community Executive,Spil Games,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
merchandising admin assistant,Tommy Hilfiger,Full time Position,1 - 3 Years,11/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
BSS Software Engineer,Huawei,Full time Position,Entry,11/08/2016,Aug,2016, Noord Holland, Bachelor,Electrical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Global Procurement Analyst,Liberty Global,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Pricing Manager ?C Benelux & Nordics,Booking.com,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Medior / Senior iOS Traveleer,Working Class Heroes,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Senior Mobile Developer ?C Android,Working Class Heroes,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Internship Risk and Control improvement,Heineken Group,Internship / Part Time,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Enterprise Network Engineer,Canon,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
PMO Administrator,Canon,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,Other Science and Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Senior Software Developer,Baker Hughes ,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Zuid Holland, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
central quality junior trim testing coordinator,Tommy Hilfiger,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Business Development Manager,UPS,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,Medical and Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Industrial Engineering Management Trainee,UPS,Graduate Trainee,Entry,10/08/2016,Aug,2016, Noord Brabant, Bachelor,Finance and Economics,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Key Account Manager North-East Netherlands,UPS,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Gelderland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Finance Supervisor,UPS,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Master,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"Development Assistant Product Prototyping (Electrical, Electronical)",Philips,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Brabant, Bachelor,Electrical,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
QA Engineer Operations,Philips,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Brabant, Bachelor,Business Admin and Others,Electrical,Mechanical and Aerospace,Medical and Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Business Internship at MediaMonks,MediaMonks,Internship / Part Time,Entry,10/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2D Animation Internship,MediaMonks,Internship / Part Time,Entry,10/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,Creative and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Corridor Design Manager,Maersk Line,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Zuid Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,Civil/Petro/Offshore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"EMBEDDED SOFTWARE ENGINEER HEALTHCARE (C++, C, OO, UML)",Yacht,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Brabant, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Front End Developer,de Bijenkorf,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Project Controller,Terma B.V.,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Zuid Holland, Master,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,1,2
Merchandising Manager Nike Basketball Nike,Nike,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Software Design Engineer C++,ASML,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Brabant, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Software Test Architect,ASML,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Brabant, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Employee Consolidation & Reporting,Aegon,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Zuid Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"SALES EXECUTIVE, NEW BUSINESS",Conference Compass,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Zuid Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
IT Supplier Manager,ABN AMRO Bank ,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
CUSTOMER SERVICE ASSOCIATE II,TE Connectivity,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Brabant, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Italian,NA,NA,NA,NA,NA,NA,NA,3,2
Client Manager Italy - Website,Spotzer Media Group,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Italian,NA,NA,NA,NA,NA,NA,NA,3,2
Technical Support Engineer - Web Content,SDL,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Digital Artist,App Annie,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Utrecht, Bachelor,IT and Computer Science,Creative and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Experienced iOS Developer,Working Class Heroes,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Mobile Development Master (Senior),Working Class Heroes,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Spanish,NA,NA,NA,NA,NA,NA,NA,1,2
TRAINING CENTRE INTERNSHIP: ASSISTING THE TRAINING ADVISER,Koninklijke IHC,Internship / Part Time,Entry,10/08/2016,Aug,2016, Zuid Holland, Bachelor,Business Admin and Others,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Stage-/Afstudeeropdracht - HBO - Informatica. Application level intrusion detection,Thales,Internship / Part Time,Entry,10/08/2016,Aug,2016, Overijssel, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
IT Strategy Business Consultant,Atos,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,Spanish,NA,NA,NA,NA,NA,2,4
Senior System and Application Support Specialist,SWIFT,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
(Junior) Chemist,PPG Industries,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Chemical and Material,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
WO Meewerkstage Brand Design Manager Assistant,ING,Internship / Part Time,Entry,10/08/2016,Aug,2016, Noord Holland, Master,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Core Capabilities Senior Engineer,SDL,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Junior Technical Support Specialist,Ezwim,Full time Position,1 - 3 Years,10/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Internship: Finance,Philips Lighting,Full time Position,Entry,10/08/2016,Aug,2016, Noord Brabant, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Field Supporter Competence Center Human Resource Planning,Van Oord,Full time Position,3 - 5 Years,10/08/2016,Aug,2016, Zuid Holland, Bachelor,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Needed: Talented Android Developer (Unlike Tom),Working Class Heroes,Full time Position,1 - 3 Years,9/08/2016,Aug,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Backend Developer bij Greenhouse Innovation,Greenhouse Innovation,Full time Position,3 - 5 Years,9/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Senior Delphi Developer,Coolblue,Full time Position,3 - 5 Years,9/08/2016,Aug,2016, Zuid Holland, Bachelor,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Treasury Analyst,Mars,Full time Position,1 - 3 Years,9/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Senior Engineer Rotary Equipment,Damen,Full time Position,3 - 5 Years,9/08/2016,Aug,2016, Gelderland, Bachelor,Electrical,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Senior Engineer Structural / FEM Engineer,Damen,Full time Position,3 - 5 Years,9/08/2016,Aug,2016, Gelderland, Bachelor,Electrical,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
EMEA HR Internship,Palo Alto Networks,Internship / Part Time,Entry,9/08/2016,Aug,2016, Noord Holland, Bachelor,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Revit Specialist, G-Star,Full time Position,1 - 3 Years,9/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,Creative and Design,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
NOC Specialist,Tesla Motors,Full time Position,1 - 3 Years,9/08/2016,Aug,2016, Noord Holland, Bachelor,Electrical,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,Italian,NA,NA,NA,NA,NA,NA,2,3
Internship Merchandising Women,WE,Internship / Part Time,Entry,9/08/2016,Aug,2016, Utrecht, Bachelor,Marketing and Sales,Business Admin and Others,Creative and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Configuration Engineer bij eVision Industry Software,eVision Industry Software,Full time Position,Entry,9/08/2016,Aug,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Data Analyst,GameHouse,Full time Position,3 - 5 Years,9/08/2016,Aug,2016, Noord Brabant, Bachelor,Business Admin and Others,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
AIT/AIV and GSE Engineer in the EarthCARE Project,European Space Agency,Full time Position,1 - 3 Years,9/08/2016,Aug,2016, Zuid Holland, Master,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,NA,NA,NA,NA,NA,NA,1,3
"Stage-/Afstudeeropdracht - HBO/WO - Elektrotechniek, Informatica, Embedded Software",Thales,Internship / Part Time,Entry,7/08/2016,Aug,2016, Noord Holland, Bachelor,Electrical,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Afstudeeropdracht - WO - Software Technology. Request-based Dynamic Cloud Architectures,Thales,Graduate Thesis,Entry,7/08/2016,Aug,2016, Overijssel, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Business Intelligence Specialist,Exact,Full time Position,1 - 3 Years,7/08/2016,Aug,2016, Zuid Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
MANAGER CRM & DATABASE MARKETING,WE,Full time Position,3 - 5 Years,7/08/2016,Aug,2016, Utrecht, Bachelor,Finance and Economics,Marketing and Sales,Business Admin and Others,IT and Computer Science,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,5,1
Internship Organizational Design,Philips Lighting,Internship / Part Time,Entry,7/08/2016,Aug,2016, Noord Holland, Bachelor,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Partner Manager - Spain / Italy,RetailMeNot,Full time Position,3 - 5 Years,7/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Italian,Spanish,NA,NA,NA,NA,NA,NA,3,3
Enterprise Architect Lead,ABN AMRO Bank ,Full time Position,3 - 5 Years,7/08/2016,Aug,2016, Noord Holland, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Quantitative Risk Analyst II,ABN AMRO Bank ,Full time Position,3 - 5 Years,7/08/2016,Aug,2016, Noord Holland, Master,Finance and Economics,Business Admin and Others,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Frontend Developer,MediaMonks,Full time Position,1 - 3 Years,7/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Topic Specialist ?C Availability,Booking.com,Full time Position,1 - 3 Years,7/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,IT and Computer Science,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Cognitive Implementation Engineer,IPsoft,Full time Position,1 - 3 Years,6/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Operator Assembly & Test (Student Part-time job),Applied Micro Electronics,Internship / Part Time,Entry,6/08/2016,Aug,2016, Noord Brabant, Bachelor,Electrical,Mechanical and Aerospace,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
IT Transformation Business Consultant,Atos,Full time Position,1 - 3 Years,6/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,Spanish,NA,NA,NA,NA,NA,2,4
DevOps Consultants,Atos,Full time Position,1 - 3 Years,6/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,Spanish,NA,NA,NA,NA,NA,1,4
